Unnamed: 0,property_type,location,price_lakh,rate_per_sqft,total_sqft,status,city
1219,Residential Plot,Shamshabad,178.0,5000,3576.0,New,Hyderabad
1220,Residential Plot,Ramoji Film city,124.0,2615,4779.0,Resale,Hyderabad
1221,Residential Plot,Ramoji Film city,124.0,2615,4779.0,Resale,Hyderabad
1222,Residential Plot,Ramoji Film city,124.0,2615,4779.0,Resale,Hyderabad
1223,Residential Plot,Ramoji Film city,125.0,2615,4779.0,Resale,Hyderabad
1224,Residential Plot,Ibrahimpatnam,23.37,1555,1503.0,New,Hyderabad
1225,Residential Plot,Yacharam,23.3,4814,484.0,New,Hyderabad
1226,Residential Plot,Abdullapurmet,33.99,1888,1800.0,New,Hyderabad
1227,3 BHK Apartment,Chandanagar,115.0,5793,1985.0,Under Construction,Hyderabad
1228,3 BHK Apartment,Kondapur,376.0,13500,2785.0,Ready to move,Hyderabad
1229,2 BHK Apartment,Narsingi,79.98,6200,1290.0,Ready to move,Hyderabad
1230,2 BHK Apartment,Neknampur,84.21,7000,1203.0,Under Construction,Hyderabad
1231,2 BHK Apartment,Manikonda,89.28,6200,1440.0,Ready to move,Hyderabad
1232,2 BHK Apartment,Neknampur,69.72,6000,1162.0,Under Construction,Hyderabad
1233,2 BHK Apartment,Puppalaguda,70.21,5900,1190.0,Under Construction,Hyderabad
1234,2 BHK Apartment,Puppalaguda,73.16,5900,1240.0,Under Construction,Hyderabad
1235,3 BHK Apartment,Manikonda,115.0,7187,1600.0,Under Construction,Hyderabad
1236,2 BHK Apartment,Chandanagar,60.0,5217,1150.0,Under Construction,Hyderabad
1237,3 BHK Apartment,Kukatpally,71.5,4511,1585.0,Under Construction,Hyderabad
1238,3 BHK Apartment,Kukatpally,75.0,4451,1685.0,Under Construction,Hyderabad
1239,3 BHK Apartment,Puppalaguda,120.0,6315,1900.0,Under Construction,Hyderabad
1240,3 BHK Villa,Kapra,150.0,5787,2592.0,Ready to move,Hyderabad
1241,2 BHK Apartment,Chandanagar,71.12,6100,1166.0,Ready to move,Hyderabad
1242,2 BHK Apartment,Neknampur,85.0,7077,1201.0,Under Construction,Hyderabad
1243,5 BHK Villa,Kapra,185.0,4102,4509.0,Ready to move,Hyderabad
1244,2 BHK Apartment,Narsingi,107.0,7950,1350.0,Under Construction,Hyderabad
1245,2 BHK Apartment,Puppalaguda,75.0,6454,1162.0,Under Construction,Hyderabad
1246,2 BHK Apartment,Narsingi,131.0,7950,1650.0,Under Construction,Hyderabad
1247,2 BHK Apartment,Osman Nagar,119.0,7199,1655.0,Under Construction,Hyderabad
1248,2 BHK Apartment,Nacharam,60.0,4846,1238.0,Ready to move,Hyderabad
1249,3 BHK Apartment,Nizampet,103.0,6300,1642.0,Ready to move,Hyderabad
1250,3 BHK Apartment,Nizampet,107.0,6300,1700.0,Ready to move,Hyderabad
1251,3 BHK Apartment,Moosapet,82.08,5700,1440.0,Under Construction,Hyderabad
1252,3 BHK Apartment,Moosapet,104.0,5700,1840.0,Under Construction,Hyderabad
1253,3 BHK Apartment,Shaikpet,150.0,8571,1750.0,Under Construction,Hyderabad
1254,3 BHK Apartment,Krishna Nagar Colony,150.0,6779,2213.0,Ready to move,Hyderabad
1255,5 BHK Independent House,Bowenpally,325.0,8125,4000.0,Ready to move,Hyderabad
1256,2 BHK Apartment,Kistareddypet,39.0,3545,1100.0,Ready to move,Hyderabad
1257,3 BHK Apartment,Miyapur,95.0,6333,1500.0,Ready to move,Hyderabad
1258,3 BHK Apartment,Tellapur,195.0,10597,1840.0,Ready to move,Hyderabad
1259,2 BHK Apartment,Kistareddypet,41.5,3952,1050.0,Ready to move,Hyderabad
1260,Residential Plot,Shadnagar,28.0,2074,1350.0,Resale,Hyderabad
1261,Residential Plot,Maheshwaram,12.0,1333,900.0,Resale,Hyderabad
1262,Residential Plot,Shadnagar,14.39,999,1440.0,New,Hyderabad
1263,Residential Plot,Nandigama,46.2,3111,1485.0,New,Hyderabad
1264,Residential Plot,Bandlaguda Jagir,182.0,9405,1935.0,Resale,Hyderabad
1265,4 BHK Apartment,Kukatpally,239.0,7599,3157.0,Under Construction,Hyderabad
1266,4 BHK Apartment,Kukatpally,304.0,7599,4002.0,Under Construction,Hyderabad
1267,4 BHK Apartment,Kukatpally,231.0,7599,3052.0,Under Construction,Hyderabad
1268,4 BHK Villa,Patancheru,174.0,5188,3360.0,Under Construction,Hyderabad
1269,3 BHK Apartment,Aminpur,72.0,4126,1745.0,Under Construction,Hyderabad
1270,2 BHK Apartment,Adikmet,42.0,4421,950.0,Ready to move,Hyderabad
1271,4 BHK Apartment,Kokapet,886.0,13495,6565.0,Under Construction,Hyderabad
1272,3 BHK Apartment,Manikonda,167.0,6199,2695.0,Under Construction,Hyderabad
1273,2 BHK Apartment,Kokapet,185.0,8500,2185.0,Ready to move,Hyderabad
1274,3 BHK Apartment,Kondapur,250.0,9865,2534.0,Ready to move,Hyderabad
1275,2 BHK Apartment,Narayanguda,75.0,6696,1120.0,Ready to move,Hyderabad
1276,2 BHK Apartment,Narayanguda,67.0,5982,1120.0,Ready to move,Hyderabad
1277,2 BHK Apartment,Nallakunta,55.0,5945,925.0,Ready to move,Hyderabad
1278,3 BHK Apartment,Narayanguda,125.0,8223,1520.0,Ready to move,Hyderabad
1279,2 BHK Apartment,Himayat Nagar,42.0,4719,890.0,Ready to move,Hyderabad
1280,Residential Plot,Maheshwaram,144.0,2666,5400.0,New,Hyderabad
1281,Residential Plot,Maheshwaram,120.0,24000,500.0,New,Hyderabad
1282,Residential Plot,Maheshwaram,72.0,24000,300.0,New,Hyderabad
1283,Residential Plot,Kandukur,120.0,24000,500.0,New,Hyderabad
1284,3 BHK Apartment,Miyapur,98.0,7351,1333.0,Under Construction,Hyderabad
1285,2 BHK Apartment,Hitech City,82.0,5655,1450.0,Under Construction,Hyderabad
1286,3 BHK Apartment,Moosapet,77.7,4200,1850.0,Under Construction,Hyderabad
1287,3 BHK Apartment,Nallagandla Gachibowli,94.0,5164,1820.0,Under Construction,Hyderabad
1288,3 BHK Apartment,Kukatpally,119.0,7500,1590.0,Under Construction,Hyderabad
1289,2 BHK Apartment,Kukatpally,99.37,7500,1325.0,Under Construction,Hyderabad
1290,3 BHK Apartment,Kukatpally,119.0,7500,1590.0,Under Construction,Hyderabad
1291,2 BHK Apartment,Kukatpally,99.37,7500,1325.0,Under Construction,Hyderabad
1292,3 BHK Apartment,Hitech City,155.0,7300,2125.0,Under Construction,Hyderabad
1293,3 BHK Apartment,Miyapur,98.08,6500,1509.0,Under Construction,Hyderabad
1294,3 BHK Apartment,Miyapur,155.0,6700,2325.0,Under Construction,Hyderabad
1295,3 BHK Apartment,Kukatpally,211.0,7300,2895.0,Under Construction,Hyderabad
1296,2 BHK Apartment,Kukatpally,99.0,7471,1325.0,Under Construction,Hyderabad
1297,2 BHK Apartment,Hafeezpet,82.0,6748,1215.0,Under Construction,Hyderabad
1298,3 BHK Apartment,Hafeezpet,130.0,6701,1940.0,Under Construction,Hyderabad
1299,3 BHK Apartment,Bachupally,93.0,6813,1365.0,Under Construction,Hyderabad
1300,Residential Plot,Adibatla,34.5,23000,150.0,New,Hyderabad
1301,Residential Plot,Adibatla,26.53,14500,183.0,New,Hyderabad
1302,Residential Plot,Adibatla,26.4,2444,1080.0,New,Hyderabad
1303,Residential Plot,Mansanpally,25.5,1888,1350.0,New,Hyderabad
1304,Residential Plot,Maheshwaram,23.7,1666,1422.0,New,Hyderabad
1305,3 BHK Apartment,Gachibowli,129.0,6800,1909.0,Under Construction,Hyderabad
1306,3 BHK Apartment,Hitech City,129.0,6800,1909.0,Under Construction,Hyderabad
1307,3 BHK Apartment,Kondapur,129.0,6800,1909.0,Under Construction,Hyderabad
1308,3 BHK Apartment,Osman Nagar,86.07,5500,1565.0,Under Construction,Hyderabad
1309,Residential Plot,Himayat Nagar,810.0,22222,3645.0,Resale,Hyderabad
1310,Residential Plot,Banjara Hills,1400.0,30561,4581.0,New,Hyderabad
1311,Residential Plot,Timarpur,61.0,6777,900.0,New,Hyderabad
1312,Residential Plot,Raipalle,26.48,1783,1485.0,New,Hyderabad
1313,Residential Plot,Raipalle,23.43,1783,1314.0,New,Hyderabad
1314,2 BHK Apartment,Aminpur,55.0,4583,1200.0,Ready to move,Hyderabad
1315,3 BHK Apartment,Chandanagar,85.0,4136,2055.0,Under Construction,Hyderabad
1316,3 BHK Apartment,Chandanagar,72.0,4126,1745.0,Under Construction,Hyderabad
1317,2 BHK Apartment,Chandanagar,54.0,4044,1335.0,Under Construction,Hyderabad
1318,4 BHK Apartment,Shamshabad,227.0,6145,3698.0,Under Construction,Hyderabad
1319,3 BHK Apartment,Shamshabad,143.0,6150,2337.0,Under Construction,Hyderabad
1320,3 BHK Apartment,Malkajgiri,72.0,4965,1450.0,Ready to move,Hyderabad
1321,Residential Plot,Sangareddy,36.8,23000,160.0,New,Hyderabad
1322,Residential Plot,Aroor,23.99,1777,1350.0,New,Hyderabad
1323,Residential Plot,Inole,25.0,1147,2178.0,New,Hyderabad
1324,Residential Plot,Indresham,25.0,1147,2178.0,New,Hyderabad
1325,2 BHK Apartment,Nandigama,47.76,4549,1050.0,Under Construction,Hyderabad
1326,Residential Plot,Rasoolpura,140.0,7372,1899.0,Resale,Hyderabad
1327,Residential Plot,Bhuvanagiri,20.0,1388,1440.0,New,Hyderabad
1328,Residential Plot,Bhuvanagiri,22.5,1388,1620.0,New,Hyderabad
1329,Residential Plot,Bhuvanagiri,26.25,1388,1890.0,New,Hyderabad
1330,Residential Plot,Adibatla,56.7,3000,1890.0,New,Hyderabad
1331,Residential Plot,Bhuvanagiri,25.0,1388,1800.0,New,Hyderabad
1332,Residential Plot,Kolanupaka,5.4,500,1080.0,New,Hyderabad
1333,Residential Plot,Kolanupaka,6.75,500,1350.0,New,Hyderabad
1334,Residential Plot,Ghatkesar,24.0,2222,1080.0,New,Hyderabad
1335,Residential Plot,Ghatkesar,32.0,2222,1440.0,New,Hyderabad
1336,Residential Plot,Ghatkesar,36.0,2222,1620.0,New,Hyderabad
1337,Residential Plot,Taramatipet,24.0,2222,1080.0,New,Hyderabad
1338,Residential Plot,Taramatipet,30.0,2222,1350.0,New,Hyderabad
1339,Residential Plot,Taramatipet,32.0,2222,1440.0,New,Hyderabad
1340,Residential Plot,Shadnagar,30.79,1333,2309.0,New,Hyderabad
1341,Residential Plot,Shadnagar,17.59,1333,1319.0,New,Hyderabad
1342,Residential Plot,Shadnagar,18.03,1333,1353.0,New,Hyderabad
1343,Residential Plot,Mokila,18.7,944,1980.0,New,Hyderabad
1344,Residential Plot,Raipalle,24.3,1800,1350.0,New,Hyderabad
1345,Residential Plot,Jadcherla,11.3,944,1197.0,New,Hyderabad
1346,Residential Plot,Jadcherla,12.74,944,1350.0,New,Hyderabad
1347,Residential Plot,Jadcherla,14.02,944,1485.0,New,Hyderabad
1348,4 BHK Independent House,Kachiguda,200.0,6920,2890.0,Ready to move,Hyderabad
1349,3 BHK Apartment,Nanakramguda,215.0,10000,2150.0,Under Construction,Hyderabad
1350,2 BHK Apartment,Narayanguda,65.0,5803,1120.0,Ready to move,Hyderabad
1351,2 BHK Apartment,Adikmet,55.0,5203,1057.0,Ready to move,Hyderabad
1352,2 BHK Apartment,Nallakunta,58.0,5487,1057.0,Ready to move,Hyderabad
1353,5 BHK Independent House,Adikmet,160.0,3755,4260.0,Ready to move,Hyderabad
1354,2 BHK Independent House,Amberpet,90.0,8333,1080.0,Ready to move,Hyderabad
1355,3 BHK Independent House,Nallakunta,130.0,9629,1350.0,Ready to move,Hyderabad
1356,4 BHK Independent House,Nallakunta,220.00000000000003,11071,1987.0,Ready to move,Hyderabad
1357,2 BHK Apartment,Gachibowli,87.84,7320,1200.0,Under Construction,Hyderabad
1358,3 BHK Apartment,Kondapur,225.0,9221,2440.0,Ready to move,Hyderabad
1359,2 BHK Apartment,Kondapur,97.2,7934,1225.0,Under Construction,Hyderabad
1360,4 BHK Villa,Khajaguda Nanakramguda Road,1500.0,38961,3850.0,Ready to move,Hyderabad
1361,4 BHK Apartment,Gachibowli,400.0,9638,4150.0,Ready to move,Hyderabad
1362,3 BHK Villa,Patancheru,130.0,6500,2000.0,Ready to move,Hyderabad
1363,3 BHK Apartment,Nanakramguda,200.0,10204,1960.0,Ready to move,Hyderabad
1364,2 BHK Apartment,Madhapur,118.0,10000,1180.0,Ready to move,Hyderabad
1365,3 BHK Apartment,Kondapur,170.0,10041,1693.0,Ready to move,Hyderabad
1366,3 BHK Apartment,Shaikpet,312.0,13000,2400.0,Ready to move,Hyderabad
1367,4 BHK Apartment,Shaikpet,738.0,15000,4920.0,Ready to move,Hyderabad
1368,3 BHK Apartment,Madhapur,325.0,13000,2500.0,Ready to move,Hyderabad
1369,Residential Plot,Rudraram,39.99,2222,1800.0,New,Hyderabad
1370,Residential Plot,Rudraram,39.99,2222,1800.0,New,Hyderabad
1371,Residential Plot,Rudraram,39.99,2222,1800.0,New,Hyderabad
1372,Residential Plot,Kushaiguda,138.0,63000,220.0,Resale,Hyderabad
1373,Residential Plot,Kapra,90.0,45000,200.0,Resale,Hyderabad
1374,Residential Plot,Rudraram,39.99,2222,1800.0,New,Hyderabad
1375,Residential Plot,Rudraram,39.99,2222,1800.0,New,Hyderabad
1376,Residential Plot,Rudraram,39.99,2222,1800.0,New,Hyderabad
1377,Residential Plot,Rudraram,39.99,2222,1800.0,New,Hyderabad
1378,Residential Plot,Rudraram,39.99,2222,1800.0,New,Hyderabad
1379,4 BHK Villa,Tellapur,641.0,19888,3223.0,Ready to move,Hyderabad
1380,3 BHK Apartment,Tukkuguda,85.0,5312,1600.0,Ready to move,Hyderabad
1381,3 BHK Apartment,Kokapet,126.0,7495,1686.0,Under Construction,Hyderabad
1382,3 BHK Apartment,Manikonda,160.0,8495,1891.0,Under Construction,Hyderabad
1383,2 BHK Apartment,Kokapet,98.25,7500,1310.0,Under Construction,Hyderabad
1384,3 BHK Apartment,Tellapur,113.0,6699,1695.0,Under Construction,Hyderabad
1385,2 BHK Apartment,Tellapur,90.77,6699,1355.0,Under Construction,Hyderabad
1386,3 BHK Apartment,Kollur,111.0,5999,1855.0,Under Construction,Hyderabad
1387,3 BHK Apartment,Kollur,99.28,5999,1655.0,Under Construction,Hyderabad
1388,2 BHK Apartment,Kokapet,81.37,7500,1085.0,Under Construction,Hyderabad
1389,2 BHK Apartment,Narsingi,95.4,7950,1200.0,Under Construction,Hyderabad
1390,3 BHK Apartment,Kollur,131.0,5999,2195.0,Under Construction,Hyderabad
1391,2 BHK Apartment,Kollur,77.68,5999,1295.0,Under Construction,Hyderabad
1392,3 BHK Apartment,Kollur,145.0,5999,2425.0,Under Construction,Hyderabad
1393,3 BHK Apartment,Kollur,113.0,5999,1900.0,Under Construction,Hyderabad
1394,3 BHK Apartment,Kollur,112.0,5999,1875.0,Under Construction,Hyderabad
1395,3 BHK Apartment,Kollur,83.98,5999,1400.0,Under Construction,Hyderabad
1396,3 BHK Apartment,Kollur,103.0,5499,1880.0,Under Construction,Hyderabad
1397,2 BHK Apartment,Kollur,76.16,5499,1385.0,Under Construction,Hyderabad
1398,2 BHK Apartment,Ghatkesar,54.47,4199,1297.0,Under Construction,Hyderabad
1399,2 BHK Apartment,Ghatkesar,46.58,4616,1009.0,Under Construction,Hyderabad
1400,3 BHK Apartment,Kollur,145.0,5999,2425.0,Under Construction,Hyderabad
1401,3 BHK Apartment,Kollur,113.0,5999,1900.0,Under Construction,Hyderabad
1402,3 BHK Apartment,Kollur,112.0,5999,1875.0,Under Construction,Hyderabad
1403,3 BHK Apartment,Kollur,83.98,5999,1400.0,Under Construction,Hyderabad
1404,3 BHK Apartment,Kollur,103.0,5499,1880.0,Under Construction,Hyderabad
1405,2 BHK Apartment,Kollur,76.16,5499,1385.0,Under Construction,Hyderabad
1406,2 BHK Apartment,Ghatkesar,54.47,4199,1297.0,Under Construction,Hyderabad
1407,2 BHK Apartment,Ghatkesar,46.58,4616,1009.0,Under Construction,Hyderabad
1408,2 BHK Apartment,Kollur,57.72,4499,1283.0,Under Construction,Hyderabad
1409,3 BHK Apartment,Kokapet,135.0,7803,1730.0,Under Construction,Hyderabad
1410,3 BHK Apartment,Puppalaguda,195.0,9069,2150.0,Under Construction,Hyderabad
1411,4 BHK Villa,Kokapet,2000.0,45495,4396.0,Ready to move,Hyderabad
1412,2 BHK Apartment,Kondapur,160.0,12336,1297.0,Ready to move,Hyderabad
1413,2 BHK Apartment,Kompally,55.2,5018,1100.0,Ready to move,Hyderabad
1414,3 BHK Apartment,Kompally,76.35,4925,1550.0,Ready to move,Hyderabad
1415,4 BHK Independent House,Dammaiguda,130.0,4814,2700.0,Ready to move,Hyderabad
1416,3 BHK Apartment,Alwal,89.4,5587,1600.0,Ready to move,Hyderabad
1417,3 BHK Apartment,Yapral,50.0,4000,1250.0,Ready to move,Hyderabad
1418,3 BHK Apartment,Alwal,86.0,5512,1560.0,Ready to move,Hyderabad
1419,5 BHK Independent House,Yapral,230.0,6969,3300.0,Ready to move,Hyderabad
1420,Residential Plot,Bibinagar,12.49,1388,900.0,New,Hyderabad
1421,Residential Plot,Maheshwaram,22.0,11000,200.0,New,Hyderabad
1422,Residential Plot,Maheshwaram,22.0,11000,200.0,New,Hyderabad
1423,Residential Plot,Maheshwaram,22.0,11000,200.0,New,Hyderabad
1424,Residential Plot,Maheshwaram,22.0,11000,200.0,New,Hyderabad
1425,Residential Plot,Maheshwaram,22.0,11000,200.0,New,Hyderabad
1426,Residential Plot,Maheshwaram,22.0,11000,200.0,New,Hyderabad
1427,Residential Plot,Maheshwaram,22.0,11000,200.0,New,Hyderabad
1428,Residential Plot,Maheshwaram,22.0,11000,200.0,New,Hyderabad
1429,Residential Plot,Maheshwaram,22.0,11000,200.0,New,Hyderabad
1430,Residential Plot,Maheshwaram,22.0,11000,200.0,New,Hyderabad
1431,Residential Plot,Maheshwaram,17.99,11999,150.0,New,Hyderabad
1432,Residential Plot,Maheshwaram,22.0,11000,200.0,New,Hyderabad
1433,Residential Plot,Maheshwaram,22.0,11000,200.0,New,Hyderabad
1434,Residential Plot,Maheshwaram,22.0,11000,200.0,New,Hyderabad
1435,Residential Plot,Maheshwaram,22.0,11000,200.0,New,Hyderabad
1436,Residential Plot,Maheshwaram,22.0,11000,200.0,New,Hyderabad
1437,3 BHK Apartment,Attapur,123.0,6150,2011.0,Under Construction,Hyderabad
1438,4 BHK Apartment,Umdanagar,227.0,6150,3698.0,Under Construction,Hyderabad
1439,4 BHK Apartment,Madhapur,936.0,22997,4070.0,Ready to move,Hyderabad
1440,3 BHK Apartment,Serilingampally,185.0,6981,2650.0,Ready to move,Hyderabad
1441,3 BHK Apartment,Sainikpuri,75.0,5514,1360.0,Ready to move,Hyderabad
1442,4 BHK Independent House,Kistareddypet,125.0,4629,2700.0,Ready to move,Hyderabad
1443,5 BHK Independent House,Sainikpuri,220.00000000000003,6285,3500.0,Ready to move,Hyderabad
1444,Residential Plot,Ghatkesar,25.99,1444,1800.0,New,Hyderabad
1445,Residential Plot,Ghatkesar,23.39,1444,1620.0,New,Hyderabad
1446,Residential Plot,Ghatkesar,21.7,1444,1503.0,New,Hyderabad
1447,Residential Plot,Shadnagar,36.5,2027,1800.0,New,Hyderabad
1448,Residential Plot,Maheshwaram,36.74,2444,1503.0,New,Hyderabad
1449,Residential Plot,Maheshwaram,22.5,1666,1350.0,New,Hyderabad
1450,Residential Plot,Maheshwaram,21.0,1555,1350.0,New,Hyderabad
1451,Residential Plot,Shadnagar,14.03,1002,1400.0,New,Hyderabad
1452,Residential Plot,Maheshwaram,36.74,2444,1503.0,New,Hyderabad
1453,Residential Plot,Shadnagar,15.0,1111,1350.0,New,Hyderabad
1454,Residential Plot,Sainikpuri,700.0,11965,5850.0,Resale,Hyderabad
1455,3 BHK Villa,Tukkuguda,286.0,7516,3805.0,Under Construction,Hyderabad
1456,3 BHK Apartment,Nallakunta,135.0,7454,1811.0,Ready to move,Hyderabad
1457,5 BHK Independent House,Nallakunta,220.00000000000003,5866,3750.0,Ready to move,Hyderabad
1458,2 BHK Apartment,Nallakunta,62.0,5865,1057.0,Ready to move,Hyderabad
1459,3 BHK Apartment,Himayat Nagar,210.0,10500,2000.0,Ready to move,Hyderabad
1460,2 BHK Apartment,Kokapet,80.4,6700,1200.0,Ready to move,Hyderabad
1461,3 BHK Apartment,Kokapet,109.0,6700,1630.0,Ready to move,Hyderabad
1462,3 BHK Apartment,Kokapet,109.0,6700,1630.0,Ready to move,Hyderabad
1463,3 BHK Apartment,Himayat Nagar,108.0,8000,1350.0,Ready to move,Hyderabad
1464,4 BHK Apartment,Bandlaguda Jagir,383.0,6399,6000.0,Under Construction,Hyderabad
1465,4 BHK Apartment,Gachibowli,574.0,11500,4999.0,Under Construction,Hyderabad
1466,4 BHK Villa,Bhanur,179.0,5728,3140.0,Under Construction,Hyderabad
1467,4 BHK Independent House,Kachiguda,200.0,7002,2856.0,Ready to move,Hyderabad
1468,3 BHK Apartment,Kokapet,140.0,8888,1575.0,Ready to move,Hyderabad
1469,4 BHK Apartment,Bandlaguda Jagir,319.0,6399,5000.0,Under Construction,Hyderabad
1470,2 BHK Apartment,Manchirevula,99.98,7999,1250.0,Under Construction,Hyderabad
1471,3 BHK Apartment,Patighanpur,64.56,5099,1266.0,Under Construction,Hyderabad
1472,3 BHK Apartment,Kukatpally,77.0,4277,1800.0,Under Construction,Hyderabad
1473,3 BHK Apartment,Kapra,150.0,5803,2600.0,Under Construction,Hyderabad
1474,2 BHK Apartment,Cherlapalli,74.0,5920,1250.0,Ready to move,Hyderabad
1475,3 BHK Apartment,Sainikpuri,82.16,5183,1585.0,Under Construction,Hyderabad
1476,3 BHK Independent Floor,Boduppal,106.0,5600,1900.0,Ready to move,Hyderabad
1477,3 BHK Apartment,Moula Ali,110.0,5789,1900.0,Ready to move,Hyderabad
1478,3 BHK Independent Floor,Miyapur,82.0,5455,1503.0,Ready to move,Hyderabad
1479,2 BHK Apartment,Kistareddypet,36.5,3318,1100.0,Ready to move,Hyderabad
1480,3 BHK Apartment,Nagole,96.1,5636,1705.0,Ready to move,Hyderabad
1481,3 BHK Apartment,Moosapet,86.07,5500,1565.0,Under Construction,Hyderabad
1482,3 BHK Apartment,Himayat Nagar,158.0,8324,1898.0,Ready to move,Hyderabad
1483,3 BHK Apartment,Himayat Nagar,158.0,8324,1898.0,Ready to move,Hyderabad
1484,3 BHK Apartment,Tellapur,160.0,7142,2240.0,Ready to move,Hyderabad
1485,3 BHK Apartment,Manikonda,117.0,6200,1890.0,Under Construction,Hyderabad
1486,2 BHK Apartment,Kompally,61.98,4999,1240.0,Under Construction,Hyderabad
1487,3 BHK Apartment,Tellapur,161.0,7187,2240.0,Ready to move,Hyderabad
1488,2 BHK Apartment,AS Rao Nagar,68.0,5738,1185.0,Ready to move,Hyderabad
1489,7 BHK Independent House,Banjara Hills,1250.0,18939,6600.0,Ready to move,Hyderabad
1490,3 BHK Apartment,Somajiguda,210.0,9130,2300.0,Ready to move,Hyderabad
1491,3 BHK Apartment,Somajiguda,210.0,9130,2300.0,Ready to move,Hyderabad
1492,5 BHK Villa,Jubilee Hills,1350.0,21093,6400.0,Ready to move,Hyderabad
1493,Residential Plot,Gowrelly,24.0,1616,1485.0,New,Hyderabad
1494,Residential Plot,Shadnagar,36.5,2027,1800.0,New,Hyderabad
1495,Residential Plot,Shadnagar,35.5,2155,1647.0,New,Hyderabad
1496,Residential Plot,Timarpur,52.2,6444,810.0,New,Hyderabad
1497,Residential Plot,Shadnagar,31.34,2266,1383.0,New,Hyderabad
1498,Residential Plot,Shadnagar,35.14,2366,1485.0,New,Hyderabad
1499,4 BHK Apartment,Manikonda,229.0,8500,2695.0,Under Construction,Hyderabad
1500,2 BHK Independent House,Rampally,95.0,7916,1200.0,Ready to move,Hyderabad
1501,Residential Plot,Kompally,147.0,66818,220.0,Resale,Hyderabad
1502,Residential Plot,Adibatla,25.0,1851,1350.0,New,Hyderabad
1503,Residential Plot,Ibrahimpatnam,19.0,12666,150.0,New,Hyderabad
1504,Residential Plot,Adibatla,60.9,3222,1890.0,New,Hyderabad
1505,Residential Plot,Kavadipally,12.65,5938,213.0,Resale,Hyderabad
1506,2 BHK Apartment,Miyapur,83.85,6500,1290.0,Ready to move,Hyderabad
1507,4 BHK Apartment,Miyapur,234.0,7200,3252.0,Under Construction,Hyderabad
1508,3 BHK Apartment,Manikonda,117.0,6199,1890.0,Under Construction,Hyderabad
1509,3 BHK Apartment,Miyapur,174.0,7200,2424.0,Under Construction,Hyderabad
1510,3 BHK Apartment,Miyapur,137.0,6500,2115.0,Ready to move,Hyderabad
1511,3 BHK Apartment,Narsingi,126.0,6600,1920.0,Under Construction,Hyderabad
