city,location,region,bhk,total_sqft,property_type,availability,price
Mumbai,Ravi Movie Tower,Andheri West,2.0,1050.0,Apartment,Ready to move,250.0
Mumbai,Mahaveer Heavens Phase II,Kalyan West,1.0,650.0,Apartment,Ready to move,43.0
Mumbai,Mahaveer Heavens Phase I,Kalyan West,1.0,650.0,Apartment,Ready to move,43.0
Mumbai,Reputed Builder Tarangan Complex,Kalyan West,1.0,610.0,Apartment,Ready to move,45.0
Mumbai,Reputed Builder Sai Gaurav,Kalyan West,3.0,1470.0,Apartment,Ready to move,108.0
Mumbai,Runwal Sanctuary,Mulund West,2.0,897.0,Apartment,Under Construction,165.0
Mumbai,Sai Tower,Dahisar,1.0,650.0,Apartment,Ready to move,80.0
Mumbai,Soham Crystal Spires,Thane West,3.0,1753.0,Apartment,Under Construction,265.0
Mumbai,North Star,Chembur,1.0,399.0,Apartment,Under Construction,59.0
Mumbai,Kalpataru Sunrise,Thane West,2.0,993.0,Apartment,Ready to move,136.0
Mumbai,Marathon Monte South,Byculla,3.0,1760.0,Apartment,Under Construction,290.0
Mumbai,Reputed Builder Hit Niketan Society,Bhandup West,2.0,1150.0,Apartment,Ready to move,135.0
Mumbai,RNA Mirage,Worli,3.0,2625.0,Apartment,Ready to move,900.0
Mumbai,Space India Gold Crest,Neral,1.0,516.0,Apartment,Ready to move,20.36
Mumbai,Veena Santoor,Borivali West,1.0,550.0,Apartment,Ready to move,135.0
Mumbai,Ekta Crest,Chembur,5.0,3000.0,Apartment,Under Construction,843.0
Mumbai,Ekta Crest,Chembur,3.0,1400.0,Apartment,Under Construction,394.0
Mumbai,N Rose Northern Heights,Dahisar,3.0,1437.0,Apartment,Under Construction,230.0
Mumbai,Kanakia Future City E,Powai,3.0,1245.0,Apartment,Under Construction,320.0
Mumbai,Kanakia Future City E,Powai,2.0,866.0,Apartment,Under Construction,204.0
Mumbai,L And T Elixir Reserve,Powai,3.0,1300.0,Apartment,Under Construction,356.0
Mumbai,L And T Elixir Reserve,Powai,2.0,835.0,Apartment,Under Construction,235.0
Mumbai,Neptune Complex,Bhandup West,3.0,1685.0,Apartment,Ready to move,250.0
Mumbai,Reputed Builder Jeevan Vihar,Bhandup East,1.0,620.0,Apartment,Ready to move,90.0
Mumbai,Arkade Earth,Kanjurmarg,3.0,1207.0,Apartment,Ready to move,270.0
Mumbai,Lodha Aurum,Kanjurmarg,2.0,1565.0,Apartment,Ready to move,210.0
Mumbai,Kanakia Zenworld Phase I,Kanjurmarg,1.0,750.0,Apartment,Ready to move,109.0
Mumbai,Godrej Garden Enclave,Vikhroli,2.0,975.0,Apartment,Ready to move,230.0
Mumbai,Gurukrupa Guru Atman,Kalyan West,2.0,900.0,Apartment,Under Construction,60.0
Mumbai,Kanakia Zenworld Phase I,Kanjurmarg,1.0,685.0,Apartment,Ready to move,122.0
Mumbai,Runwal Lily at Runwal Forest,Kanjurmarg,2.0,551.0,Apartment,Ready to move,121.0
Mumbai,Ratnaakar Aventus Heights,Deonar,2.0,725.0,Apartment,Under Construction,85.0
Mumbai,Ratnaakar Aventus Heights,Deonar,1.0,609.0,Apartment,Under Construction,60.0
Mumbai,Regency Sarvam,Titwala,1.0,476.0,Apartment,Ready to move,32.0
Mumbai,Reputed Builder Soham Gardens,Thane West,3.0,2700.0,Villa,Ready to move,700.0
Mumbai,Shree Samruddhi Heights,Kalyan West,1.0,515.0,Apartment,Under Construction,23.23
Mumbai,Lodha Codename Premier,Dombivali,3.0,1600.0,Apartment,Under Construction,51.0
Mumbai,Lodha Codename Premier,Dombivali,2.0,1250.0,Apartment,Under Construction,50.0
Mumbai,Neelkanth Park,Kalyan West,1.0,600.0,Apartment,Ready to move,45.0
Mumbai,Mahaveer Solitaire Edge,Kandivali East,3.0,1250.0,Apartment,Under Construction,221.0
Mumbai,Mahaveer Solitaire Edge,Kandivali East,3.0,1050.0,Apartment,Under Construction,181.0
Mumbai,Mutha Sai Sankul,Kalyan West,1.0,650.0,Apartment,Ready to move,45.0
Mumbai,Hiranandani Rodas Enclave Eva,Thane West,2.0,1060.0,Apartment,Ready to move,165.0
Mumbai,Hiranandani Rodas Enclave Eva,Thane West,5.0,5200.0,Apartment,Ready to move,875.0
Mumbai,Reputed Builder Soham Gardens,Thane West,3.0,1760.0,Apartment,Ready to move,175.0
Mumbai,SLV Neelkanth Heights,Thane West,4.0,2550.0,Apartment,Ready to move,350.0
Mumbai,Raymond The Address By GS Tower A,Thane West,4.0,2400.0,Apartment,Under Construction,317.0
Mumbai,Raymond The Address By GS Tower A,Thane West,3.0,2150.0,Apartment,Under Construction,210.0
Mumbai,Hiranandani Meadows,Thane West,3.0,1495.0,Apartment,Ready to move,290.0
Mumbai,Hiranandani Northside,Thane West,3.0,1550.0,Apartment,Ready to move,265.0
Mumbai,Vasant Vasant Vihar,Thane West,2.0,1065.0,Apartment,Ready to move,120.0
Mumbai,ACME Ozone Phase 2,Thane West,3.0,1635.0,Apartment,Ready to move,165.0
Mumbai,T Bhimjyani The Verraton,Thane West,4.0,4200.0,Villa,Ready to move,600.0
Mumbai,Neelsidhi Balaji Garden,Dombivali,3.0,1250.0,Apartment,Ready to move,98.0
Mumbai,Luv Concept Riverside,Taloja,1.0,544.0,Apartment,Under Construction,33.0
Mumbai,Parmar Jewel Residency,Vasai,3.0,1081.0,Apartment,Under Construction,85.0
Mumbai,Dattakrupa Om Swami Samartha Complex,Virar,1.0,690.0,Apartment,Under Construction,39.99
Mumbai,Raj Lifestyle,Mira Road East,1.0,695.0,Apartment,Ready to move,66.0
Mumbai,Happy Home,Taloja,1.0,611.0,Independent House,Under Construction,32.8
Mumbai,Sangam The Luxor,Goregaon West,4.0,2500.0,Apartment,Under Construction,390.0
Mumbai,Omkar Alta Monte,Malad East,3.0,1860.0,Apartment,Ready to move,325.0
Mumbai,Tata Amantra,Bhiwandi,2.0,1044.0,Apartment,Ready to move,55.0
Mumbai,Saket Paradise,Kalyan West,3.0,1425.0,Apartment,Ready to move,92.0
Mumbai,Shree Niraj Riveria,Kalyan West,1.0,665.0,Apartment,Ready to move,42.0
Mumbai,Satra Centrio,Chembur,4.0,2100.0,Apartment,Ready to move,320.0
Mumbai,Vub Group Ghatkopar Shilpakala CHSL,Ghatkopar East,3.0,1200.0,Apartment,Under Construction,300.0
Mumbai,Gurukrupa Gangav,Ghatkopar East,1.0,600.0,Apartment,Under Construction,111.0
Mumbai,Gurukrupa Gangav,Ghatkopar East,2.0,775.0,Apartment,Under Construction,150.0
Mumbai,Lodha Bel Air,Jogeshwari West,3.0,1017.0,Apartment,Ready to move,325.0
Mumbai,Swaraj Homes Shreenath Niwas,Santacruz West,3.0,2000.0,Apartment,Ready to move,680.0
Mumbai,Reputed Builder Mangal Prabhat,Santacruz West,3.0,1800.0,Apartment,Ready to move,675.0
Mumbai,Reputed Builder Gautam Apartments,Santacruz West,2.0,1050.0,Apartment,Ready to move,365.0
Mumbai,Sheth Vasant Galaxy,Goregaon West,3.0,1200.0,Apartment,Ready to move,300.0
Mumbai,Aurum Q Residences R2,Ghansoli,2.0,794.0,Apartment,Ready to move,160.0
Mumbai,Romell Diva Apartments,Malad West,2.0,962.0,Apartment,Ready to move,275.0
Mumbai,Dharti Divine Capital,Neral,1.0,540.0,Apartment,Under Construction,20.0
Mumbai,Dharti Divine Capital,Neral,1.0,561.0,Apartment,Under Construction,20.64
Mumbai,Tata Amantra Phase 2,Bhiwandi,2.0,829.0,Apartment,Ready to move,65.0
Mumbai,Tata Amantra Phase 2,Bhiwandi,3.0,1108.0,Apartment,Ready to move,95.0
Mumbai,Dharti Divine Capital,Neral,2.0,738.0,Apartment,Under Construction,27.09
Mumbai,Patel Pramukh Sadan,Ambernath West,2.0,740.0,Apartment,Ready to move,32.0
Mumbai,ACME Ozone Phase 2,Thane West,3.0,1450.0,Apartment,Ready to move,225.0
Mumbai,Haware Leelaangan,Badlapur West,1.0,627.0,Apartment,Ready to move,19.18
Mumbai,Jhalak Luxuria,Ambernath East,2.0,1050.0,Apartment,Under Construction,49.0
Mumbai,Sheth Avalon Phase 2,Thane West,4.0,2100.0,Apartment,Under Construction,425.0
Mumbai,Lodha Amara Tower 45,Thane West,1.0,720.0,Apartment,Ready to move,69.0
Mumbai,Hiranandani Estate,Thane West,3.0,1465.0,Apartment,Ready to move,195.0
Mumbai,Laxmi The Woods,Ambernath West,1.0,685.0,Apartment,Ready to move,28.0
Mumbai,Laxmi The Woods,Ambernath West,1.0,575.0,Apartment,Ready to move,24.0
Mumbai,Vedant Vedant Residency,Badlapur East,1.0,430.0,Apartment,Ready to move,16.5
Mumbai,Vijay Orovia Phase 1,Thane West,1.0,758.0,Apartment,Ready to move,85.0
Mumbai,Puraniks Glorio Grand Central,Thane West,2.0,617.0,Apartment,Under Construction,88.0
Mumbai,Windsor Sky Gardens,Kanjurmarg,4.0,3140.0,Apartment,Ready to move,168.0
Mumbai,Rutu Tower,Thane West,2.0,900.0,Apartment,Ready to move,66.5
Mumbai,RR Hill Galaxy Apartments,Mira Road East,3.0,1505.0,Apartment,Ready to move,81.53
Mumbai,RR Hill Galaxy Apartments,Mira Road East,2.0,765.0,Apartment,Ready to move,56.56
Mumbai,Rutu Enclave,Thane West,2.0,720.0,Apartment,Ready to move,46.28
Mumbai,Terraform Lotus,Thane West,4.0,2785.0,Apartment,Under Construction,123.0
Mumbai,T Bhimjyani Infinity Towers,Thane West,4.0,3140.0,Apartment,Under Construction,158.0
Mumbai,Uma Elements,Shil Phata,1.0,415.0,Apartment,Under Construction,41.47
Mumbai,Uma Elements,Shil Phata,1.0,408.0,Apartment,Under Construction,39.95
Mumbai,Uma Elements,Shil Phata,1.0,414.0,Apartment,Under Construction,41.52
Mumbai,Uma Elements,Shil Phata,1.0,419.0,Apartment,Under Construction,41.52
Mumbai,Uma Elements,Shil Phata,1.0,412.0,Apartment,Under Construction,41.5
Mumbai,Uma Elements,Shil Phata,1.0,401.0,Apartment,Under Construction,40.03
Mumbai,Uma Elements,Shil Phata,1.0,407.0,Apartment,Under Construction,40.02
Mumbai,Lodha Upper Thane,Anjurdive,2.0,627.0,Apartment,Ready to move,70.0
Mumbai,Arihant Amisha,Taloja,1.0,335.0,Apartment,Ready to move,28.0
Mumbai,Ajmera Onyx,Kalyan West,2.0,957.0,Apartment,Ready to move,95.0
Mumbai,Swaraj Homes Aalap CHS,Ville Parle East,3.0,2230.0,Apartment,Ready to move,610.0
Mumbai,Right Aabiel Avenue,Malad West,1.0,538.0,Apartment,Ready to move,98.0
Mumbai,Shree Ganesh Pranshu Pride,Dombivali,1.0,625.0,Apartment,Ready to move,28.0
Mumbai,Creative Symphony,Khopoli,1.0,689.0,Apartment,Ready to move,19.0
Mumbai,Jem Jupiter Complex,Boisar,1.0,647.0,Apartment,Ready to move,17.0
Mumbai,Reputed Builder Panchganga Society,Thane West,1.0,430.0,Apartment,Ready to move,52.0
Mumbai,Godrej Upcoming Project,Thane West,2.0,634.0,Apartment,Under Construction,111.0
Mumbai,Reputed Builder Hill Crest Apartments,Andheri East,2.0,969.0,Apartment,Ready to move,161.0
Mumbai,Charms Global City,Ambernath East,2.0,694.0,Apartment,Under Construction,49.0
Mumbai,Swanand Bliss,Ambernath East,1.0,675.0,Apartment,Under Construction,28.0
Mumbai,Daisy Gardens,Ambarnath,2.0,885.0,Apartment,Ready to move,37.0
Mumbai,Mayuresh Group Residency,Bhandup West,2.0,850.0,Apartment,Ready to move,165.0
Mumbai,Runwal Greens,Mulund West,4.0,2200.0,Apartment,Ready to move,490.00000000000006
Mumbai,Walekar Homes,Ambernath West,1.0,518.0,Apartment,Ready to move,25.0
Mumbai,Kohinoor Prime,Ulhasnagar,2.0,655.0,Apartment,Under Construction,48.0
Mumbai,Lodha Aurum,Kanjurmarg,2.0,950.0,Apartment,Ready to move,215.0
Mumbai,Patel Ram Ambar,Ambernath East,1.0,522.0,Apartment,Under Construction,30.0
Mumbai,Labdhi See Breeze,Wadala,1.0,426.0,Apartment,Under Construction,91.0
Mumbai,Patel Ram Ambar,Ambernath East,2.0,683.0,Apartment,Under Construction,35.14
Mumbai,Lodha Imperia,Bhandup West,3.0,1350.0,Apartment,Ready to move,250.0
Mumbai,T Bhimjyani The Verraton,Thane West,3.0,1350.0,Apartment,Under Construction,215.0
Mumbai,Lodha Majiwada Tower 4,Thane West,2.0,1050.0,Apartment,Under Construction,91.0
Mumbai,Sheth Avalon,Thane West,2.0,769.0,Apartment,Under Construction,164.0
Mumbai,Sheth Avalon,Thane West,4.0,1717.0,Apartment,Under Construction,402.0
Mumbai,Sheth Avalon,Thane West,2.0,1089.0,Apartment,Under Construction,248.0
Mumbai,Sheth Avalon,Thane West,4.0,1998.0,Apartment,Under Construction,466.0
Mumbai,Sheth Avalon,Thane West,3.0,1333.0,Apartment,Under Construction,312.0
Mumbai,Godrej Hill,Kalyan West,1.0,667.0,Apartment,Ready to move,36.0
Mumbai,Vasant Park,Kalyan West,2.0,840.0,Apartment,Under Construction,72.0
Mumbai,Vasant Park,Kalyan West,1.0,664.0,Apartment,Ready to move,45.0
Mumbai,Goldstar Siddharth Nagar,Mira Road East,1.0,700.0,Apartment,Ready to move,60.0
Mumbai,Sonam Indra Neel,Bhayandar East,4.0,2050.0,Apartment,Under Construction,260.0
Mumbai,Sonam Indra Neel,Bhayandar East,3.0,1915.0,Apartment,Ready to move,240.0
Mumbai,Sonam Indra Neel,Bhayandar East,2.0,1320.0,Apartment,Ready to move,130.0
Mumbai,Lodha Palava City,Dombivali East,1.0,650.0,Apartment,Ready to move,30.0
Mumbai,Haware Haware Citi,Thane West,1.0,664.0,Apartment,Ready to move,53.0
Mumbai,Reputed Builder Great Residency,Thane West,2.0,711.0,Apartment,Ready to move,75.0
Mumbai,Yash Yash Heights,Ulwe,2.0,1200.0,Apartment,Ready to move,88.0
Mumbai,Disha Datta Ramanand CHS LTD,Ville Parle East,1.0,630.0,Apartment,Ready to move,225.0
Mumbai,ACME Ozone Phase 2,Thane West,2.0,1068.0,Apartment,Ready to move,120.0
Mumbai,Aristocrat Jai Savitri CHSL,Ghatkopar East,2.0,725.0,Apartment,Ready to move,176.0
Mumbai,Vijaya Rosella,Ghatkopar East,2.0,950.0,Apartment,Ready to move,215.0
Mumbai,Platinum Life,Andheri West,3.0,950.0,Apartment,Under Construction,196.0
Mumbai,Platinum Life,Andheri West,2.0,856.0,Apartment,Under Construction,176.0
Mumbai,Lodha Bel Air,Jogeshwari West,3.0,1091.0,Apartment,Ready to move,285.0
Mumbai,Godrej Platinum,Vikhroli,2.0,1200.0,Apartment,Ready to move,290.0
Mumbai,Suyog Jeevan Vihar CHS,Bhandup East,1.0,585.0,Apartment,Ready to move,86.0
Mumbai,Parinee Aria,Juhu,4.0,2223.0,Apartment,Ready to move,900.0
Mumbai,Mehta Amrut Pearl Building No 2,Kalyan West,1.0,710.0,Apartment,Ready to move,45.0
Mumbai,Shivsai Bharat Residency A Wing,Kalyan West,1.0,570.0,Apartment,Ready to move,48.23
Mumbai,Lodha New Cuffe Parade Lodha Estrella,Wadala,1.0,511.0,Apartment,Ready to move,190.0
Mumbai,Lodha New Cuffe parade Lodha Evoq,Wadala,3.0,2317.0,Apartment,Ready to move,550.0
Mumbai,Kanakia Niharika,Thane West,3.0,1175.0,Apartment,Ready to move,180.0
Mumbai,Mahadev Samarth Garden,Bhandup West,2.0,900.0,Apartment,Ready to move,125.0
Mumbai,Krisha Diya Woods,Titwala,1.0,638.0,Apartment,Under Construction,23.0
Mumbai,Kalpataru Siddhachal Elite,Thane West,3.0,2174.0,Apartment,Ready to move,310.0
Mumbai,Shreedham Splendour,Andheri West,1.0,299.0,Apartment,Ready to move,60.0
Mumbai,Shreedham Splendour,Andheri West,1.0,481.0,Apartment,Ready to move,105.0
Mumbai,Lashkaria Pearl,Jogeshwari West,1.0,432.0,Apartment,Under Construction,80.0
Mumbai,RNA NG Eclat,Andheri West,2.0,1042.0,Apartment,Ready to move,300.0
Mumbai,Paras EL Signora Building 3,Andheri West,2.0,850.0,Apartment,Ready to move,190.0
Mumbai,DLH Leo Tower,Jogeshwari West,2.0,871.0,Apartment,Under Construction,200.0
Mumbai,Platinum 53 West,Andheri West,1.0,591.0,Apartment,Under Construction,123.0
Mumbai,Paradigm Antalya,Jogeshwari West,1.0,465.0,Apartment,Under Construction,99.0
Mumbai,Godrej Nest,Kandivali East,1.0,557.0,Apartment,Under Construction,120.0
Mumbai,Godrej Nest,Kandivali East,2.0,840.0,Apartment,Under Construction,175.0
Mumbai,Vardhman Grandeur,Andheri West,2.0,920.0,Apartment,Under Construction,198.0
Mumbai,Vardhman Grandeur,Andheri West,2.0,920.0,Apartment,Under Construction,195.0
Mumbai,Vardhman Grandeur,Andheri West,1.0,624.0,Apartment,Under Construction,257.0
Mumbai,A Plus Golden Veda,Badlapur West,1.0,555.0,Apartment,Ready to move,19.0
Mumbai,A Plus Golden Veda,Badlapur West,1.0,600.0,Apartment,Ready to move,22.0
Mumbai,Mehta Amrut Paradise,Thane West,2.0,1174.0,Apartment,Ready to move,119.0
Mumbai,Shree Samarth Krupa Narayan Arcade,Dombivali,1.0,560.0,Apartment,Ready to move,40.65
Mumbai,Yogi Belleza,Bhiwandi,1.0,451.0,Apartment,Under Construction,33.0
Mumbai,MHADA Layout,sector,3.0,1200.0,Independent House,Ready to move,150.0
Mumbai,Runwal Olive,Bhandup West,2.0,1100.0,Apartment,Ready to move,197.0
Mumbai,Runwal Gardens,Dombivali,3.0,1194.0,Apartment,Under Construction,85.0
Mumbai,Runwal Gardens,Dombivali,3.0,1105.0,Apartment,Under Construction,78.0
Mumbai,Runwal Gardens,Dombivali,2.0,660.0,Apartment,Under Construction,53.0
Mumbai,Luv Concept Riverside,Taloja,2.0,760.0,Apartment,Under Construction,42.5
Mumbai,Luv Concept Riverside,Taloja,2.0,646.0,Apartment,Under Construction,40.0
Mumbai,Luv Concept Riverside,Taloja,1.0,544.0,Apartment,Under Construction,29.9
Mumbai,Luv Concept Riverside,Taloja,1.0,464.0,Apartment,Under Construction,28.0
Mumbai,Sai Shradha The Green Crest,Taloja,2.0,724.0,Apartment,Under Construction,40.0
Mumbai,Sai Shradha The Green Crest,Taloja,1.0,631.0,Apartment,Under Construction,30.0
Mumbai,Sai Shradha The Green Crest,Taloja,1.0,383.0,Apartment,Under Construction,23.0
Mumbai,L And T L&T Realty Centrona,Ghatkopar East,2.0,725.0,Apartment,Under Construction,135.0
Mumbai,Arkade Earth,Kanjurmarg,3.0,1449.0,Apartment,Ready to move,278.0
Mumbai,HDIL Dheeraj Dreams,Bhandup West,1.0,625.0,Apartment,Ready to move,110.0
Mumbai,HDIL Dheeraj Dreams,Bhandup West,2.0,950.0,Apartment,Ready to move,151.0
Mumbai,Kripa Allure,Bandra West,3.0,1381.0,Apartment,Under Construction,650.0
Mumbai,Arkade Rise,Peddar Road,6.0,10000.0,Apartment,Ready to move,4000.0
Mumbai,Sunteck City Avenue 1,Goregaon West,3.0,1105.0,Apartment,Under Construction,285.0
Mumbai,Sunteck City Avenue 1,Goregaon West,2.0,1125.0,Apartment,Under Construction,280.0
Mumbai,Vardhman Grandeur,Andheri West,1.0,624.0,Apartment,Under Construction,145.0
Mumbai,SMGK Urbana Heights,Jogeshwari West,1.0,618.0,Apartment,Under Construction,100.0
Mumbai,Sahyog Homes Oshi,Jogeshwari West,2.0,785.0,Apartment,Under Construction,140.0
Mumbai,Sahyog Homes Oshi,Jogeshwari West,1.0,625.0,Apartment,Under Construction,97.0
Mumbai,Sonal Heights,Kurla,2.0,1022.0,Apartment,Under Construction,152.0
Mumbai,Sonal Heights,Kurla,1.0,656.0,Apartment,Under Construction,100.0
Mumbai,RNA Auroville,Santacruz West,3.0,2725.0,Apartment,Ready to move,1500.0
Mumbai,Shree Jari Mari The Vaidiki Signature,Dombivali,1.0,528.0,Apartment,Under Construction,30.0
Mumbai,Neha Deep Pushp,Badlapur West,2.0,745.0,Apartment,Ready to move,36.0
Mumbai,Greenfield Om Satyam Niwas CHS Ltd,Borivali West,3.0,1193.0,Apartment,Ready to move,290.0
Mumbai,Greenfield Om Satyam Niwas CHS Ltd,Borivali West,3.0,1192.0,Apartment,Ready to move,275.0
Mumbai,Osho Ankur Palace,Borivali West,3.0,1300.0,Apartment,Ready to move,240.0
Mumbai,ACME Ozone Phase 2,Thane West,2.0,770.0,Apartment,Ready to move,115.0
Mumbai,Crystal Atlantis,Andheri West,5.0,3097.0,Apartment,Under Construction,1599.0
Mumbai,Oscar OM Neelkanth,Ghatkopar East,3.0,1100.0,Apartment,Under Construction,332.0
Mumbai,Vaibhavlaxmi East Syde,Ghatkopar East,2.0,725.0,Apartment,Under Construction,114.0
Mumbai,Roswalt 72 Maheshwardham,Ghatkopar East,3.0,1800.0,Apartment,Under Construction,428.0
Mumbai,Thakkar Victory Arch,Borivali,1.0,400.0,Apartment,Under Construction,42.0
Mumbai,Patkar Ananta Pride,Badlapur East,1.0,450.0,Apartment,Ready to move,19.4
Mumbai,Sheth Auris Serenity,Malad West,1.0,550.0,Apartment,Under Construction,99.0
Mumbai,Sea Gundecha Trillium,Kandivali East,3.0,1667.0,Apartment,Ready to move,360.0
Mumbai,Laxmi Avenue D Global City,Virar,1.0,645.0,Apartment,Ready to move,30.0
Mumbai,Lodha Palava Crown,Dombivali,1.0,480.0,Apartment,Ready to move,29.0
Mumbai,Shapoorji Pallonji Skyraa,Thane West,3.0,1755.0,Apartment,Under Construction,239.0
Mumbai,Panchsheel Ananta Residency,Panvel,2.0,1106.0,Apartment,Under Construction,82.0
Mumbai,Gami Gami Teesta,Taloja,2.0,954.0,Apartment,Under Construction,40.0
Mumbai,Gami Gami Teesta,Taloja,2.0,581.0,Apartment,Under Construction,38.0
Mumbai,Gami Gami Teesta,Taloja,1.0,650.0,Apartment,Under Construction,32.0
Mumbai,Gami Gami Teesta,Taloja,1.0,451.0,Apartment,Under Construction,30.0
Mumbai,Gami Gami Teesta,Taloja,1.0,399.0,Apartment,Under Construction,23.0
Mumbai,Gami Gami Teesta,Taloja,1.0,340.0,Apartment,Under Construction,21.0
Mumbai,Om Sai Chembur Nandadeep CHS Ltd,Chembur,2.0,800.0,Apartment,Under Construction,130.0
Mumbai,Lodha Palava City,Dombivali East,2.0,774.0,Apartment,Ready to move,40.0
Mumbai,Aadi Allure Wings A To E,Kanjurmarg,1.0,653.0,Apartment,Ready to move,115.0
Mumbai,Neptune Flying Kites A Wing Right Wing,Bhandup West,3.0,1405.0,Apartment,Ready to move,215.0
Mumbai,Sheth Avalon,Thane West,4.0,2579.0,Apartment,Ready to move,475.0
Mumbai,Arvel Palm Springs Phase II,Palghar,1.0,572.0,Apartment,Under Construction,33.0
Mumbai,Kdi Juhu Ankur CHS Ltd,Juhu,3.0,1352.0,Apartment,Ready to move,700.0
Mumbai,Kamala Garden Grove Phase 2,Borivali West,4.0,2700.0,Apartment,Ready to move,530.0
Mumbai,Arihant City,Bhiwandi,1.0,600.0,Apartment,Under Construction,40.0
Mumbai,Honest Kalyan Nagari,Kalyan West,1.0,650.0,Apartment,Under Construction,35.0
Mumbai,Siddharth Riverwood Park,Dombivali,2.0,955.0,Apartment,Under Construction,60.0
Mumbai,Siddharth Riverwood Park,Dombivali,2.0,950.0,Apartment,Under Construction,59.0
Mumbai,Siddharth Riverwood Park,Dombivali,1.0,650.0,Apartment,Under Construction,39.0
Mumbai,Siddharth Riverwood Park,Dombivali,1.0,660.0,Apartment,Under Construction,37.0
Mumbai,Haware Leelaangan,Badlapur West,1.0,627.0,Apartment,Ready to move,19.78
Mumbai,Hiranandani Estate,Thane West,4.0,3520.0,Apartment,Ready to move,675.0
Mumbai,Precious Group Precious Meadows,Ulhasnagar,2.0,1060.0,Apartment,Under Construction,57.0
Mumbai,Precious Group Precious Meadows,Ulhasnagar,2.0,995.0,Apartment,Under Construction,54.0
Mumbai,Precious Group Precious Meadows,Ulhasnagar,1.0,628.0,Apartment,Under Construction,33.0
Mumbai,Cosmos B 3 Hilton,Thane West,3.0,1125.0,Apartment,Under Construction,105.0
Mumbai,Shapoorji Pallonji Northern Lights,Thane West,4.0,2219.0,Apartment,Under Construction,350.0
Mumbai,Kalpataru Siddhachal Elite,Thane West,4.0,2100.0,Apartment,Ready to move,360.0
Mumbai,Motwani Builders Deep Tower,Andheri West,2.0,1100.0,Apartment,Ready to move,255.0
Mumbai,Reputed Builder Madhav Shruti,Kalyan West,1.0,650.0,Apartment,Ready to move,37.0
Mumbai,Wadhwa TW Gardens,Kandivali East,2.0,1020.0,Apartment,Under Construction,185.0
Mumbai,Wadhwa TW Gardens,Kandivali East,2.0,811.0,Apartment,Under Construction,147.0
Mumbai,Ravi Gaurav Crest,Mira Road East,2.0,850.0,Apartment,Under Construction,57.0
Mumbai,Ravi Gaurav Crest,Mira Road East,1.0,725.0,Apartment,Under Construction,44.0
Mumbai,Ravi Gaurav Crest,Mira Road East,1.0,650.0,Apartment,Under Construction,40.0
Mumbai,Wadhwa TW Gardens,Kandivali East,2.0,884.0,Apartment,Under Construction,157.0
Mumbai,Poddar Spraha Diamond,Chembur,2.0,685.0,Apartment,Ready to move,143.0
Mumbai,Spenta Altavista Phase 1,Chembur,1.0,463.0,Apartment,Ready to move,105.0
Mumbai,Krishna Amrut View,Karanjade,1.0,595.0,Apartment,Under Construction,39.0
Mumbai,Dynamix Astrum,Malad East,3.0,1850.0,Apartment,Under Construction,335.0
Mumbai,Dynamix Astrum,Malad East,2.0,1050.0,Apartment,Under Construction,200.0
Mumbai,Umiya Complex ,Badlapur West,2.0,900.0,Apartment,Ready to move,35.0
Mumbai,Umiya Complex ,Badlapur West,2.0,600.0,Apartment,Ready to move,25.0
Mumbai,Chitnis Prathamesh Orchid,Bhayandar West,1.0,700.0,Apartment,Ready to move,33.0
Mumbai,Panvelkar Prestige,Ambernath East,1.0,650.0,Apartment,Ready to move,28.0
Mumbai,Mohan Greenwoods,Badlapur West,1.0,720.0,Apartment,Ready to move,24.25
Mumbai,White Berry Residency,Kandivali East,2.0,929.0,Apartment,Under Construction,190.0
Mumbai,White Berry Residency,Kandivali East,2.0,809.0,Apartment,Under Construction,175.0
Mumbai,Sethia Green View,Goregaon West,1.0,650.0,Apartment,Ready to move,87.0
Mumbai,Tharwani Riverdale Vista,Kalyan West,3.0,1495.0,Apartment,Ready to move,86.0
Mumbai,Tharwani Riverdale Vista,Kalyan West,3.0,1495.0,Apartment,Ready to move,88.0
Mumbai,Hiranandani One Hiranandani Park,Thane West,3.0,2124.0,Apartment,Ready to move,425.0
Mumbai,RNA Regency Park,Kandivali West,1.0,655.0,Apartment,Ready to move,110.0
Mumbai,ACME Ozone Phase 2,Thane West,4.0,2250.0,Apartment,Ready to move,265.0
Mumbai,Shubham Jijai Angan,Taloja,2.0,1240.0,Apartment,Under Construction,58.0
Mumbai,Shubham Jijai Complex,Taloja,2.0,808.0,Apartment,Under Construction,52.0
Mumbai,Lok Nagari Phase III,Ambernath East,1.0,690.0,Apartment,Ready to move,24.0
Mumbai,GBK Vishwajeet Paradise,Ambernath West,1.0,669.0,Apartment,Ready to move,27.5
Mumbai,Rajnir Sun City,Neral,1.0,400.0,Apartment,Ready to move,13.5
Mumbai,Jhalak Luxuria,Ambernath East,1.0,804.0,Apartment,Ready to move,37.22
Mumbai,Haware Leelaangan,Badlapur West,1.0,927.0,Apartment,Ready to move,28.1
Mumbai,Haware Leelaangan,Badlapur West,1.0,614.0,Apartment,Ready to move,19.39
Mumbai,Rajendra Dolphin Tower,Malad West,2.0,839.0,Apartment,Ready to move,150.0
Mumbai,Reputed Builder Arti Nagari,Kalyan West,1.0,650.0,Apartment,Under Construction,38.0
Mumbai,Lodha Palava Downtown,Dombivali East,3.0,900.0,Apartment,Ready to move,60.0
